Fire Name,Acres,Ignition Date,Fire Type,Fire ID
CASE,4960,1987-08-29,Wildfire,CA3641011879419870829
AIRLINE,1477,2018-06-04,Wildfire,CA3641012100020180604
METZ,3826,2016-05-22,Wildfire,CA3641412125020160522
METZ,1527,1993-06-11,Wildfire,CA3643012120119930611
SALT CREEK VMP,1225,1986-10-06,Prescribed Fire,CA3643411883319861006
TAR GAP RX,1133,2002-10-10,Prescribed Fire,CA3644111867320021010
EFR MOSQUITO RX,1455,2014-10-20,Prescribed Fire,CA3644511863020141020
BRYANT CANYON,2119,1986-05-24,Wildfire,CA3644512127719860524
UNNAMED,1596,1984-06-30,Unknown,CA3646011736319840630
SOBERANES,132380,2016-07-22,Wildfire,CA3646112190120160722
BIG ARROYO,2875,1996-08-02,Prescribed Fire,CA3646211843919960802
GLORIA,6686,2009-08-28,Wildfire,CA3646312129220090828
EAST FORK HIGHBRIDGE RX,6485,2005-10-06,Prescribed Fire,CA3646511862420051006
MINERAL 1,2132,1995-10-11,Prescribed Fire,CA3646511869419951011
ATWOOD,2440,2003-06-25,Prescribed Fire,CA3646711868820030625
PINNACLES,1131,1994-08-05,Wildfire,CA3646712120519940805
STONEWALL,2974,1998-08-03,Wildfire,CA3647112115219980803
KAWEAH-KERN COMPLEX (PARADISE 2),1308,2003-09-27,Wildfire,CA3648711874620030927
FIVE,2620,2005-06-04,Wildfire,CA3648912045820050604
KAWEAH,4590,1996-08-13,Wildfire,CA3649311886619960813
THREE ROCKS,9339,2006-07-22,Wildfire,CA3650112050920060722
BEAR CREEK,1306,1984-10-10,Wildfire,CA3651011888219841010
MILLWOOD,2997,2005-07-07,Wildfire,CA3651711910820050707
CASTLE COMPLEX,2896,1996-07-26,Prescribed Fire,CA3652111866219960726
CASTLE WF,2792,1995-11-09,Prescribed Fire,CA3652411871319951109
JOHNSON,1400,2005-06-13,Wildfire,CA3654012136120050613
BUCKEYE,3007,1988-10-16,Wildfire,CA3654311874419881016
UNNAMED,5588,1984-06-30,Unknown,CA3655011744919840630
GRAPEVINE,2367,1990-10-08,Wildfire,CA3655211908319901008
MORGAN CANYON VMP,1811,2002-09-17,Prescribed Fire,CA3655911908320020917
SHADE 1/4,3515,1996-09-01,Prescribed Fire,CA3656511897419960901
ZEGREGEN,1943,1999-08-17,Prescribed Fire,CA3656512122619990817
BEAR FLAT GRAPEVINE VMP,1669,2000-10-04,Prescribed Fire,CA3656811908120001004
OLIVAS II,1229,1989-03-30,Wildfire,CA3656911816319890330
BEAR MTN VMP,2373,1989-08-22,Prescribed Fire,CA3657311903619890822
PANOCHE II,14760,1996-04-27,Wildfire,CA3657512062719960427
SUWANEE R,1614,1992-10-04,Prescribed Fire,CA3659111879319921004
HIDDEN,3703,2008-09-10,Wildfire,CA3660311882920080910
BUMB,1298,1985-05-26,Wildfire,CA3662312097919850526
PANOCHE,1716,1996-04-15,Wildfire,CA3663112067819960415
GEORGES,3003,2018-07-08,Wildfire,CA3664611822120180708
MCPHAILS PEAK VMP,1324,2001-10-10,Prescribed Fire,CA3665612136520011010
MCPHALIS VMP,2162,2009-06-18,Prescribed Fire,CA3665712135720090618
PANOCHE 2,1556,1986-06-02,Wildfire,CA3665912086319860602
BROWN,3975,2008-06-22,Wildfire,CA3668612092120080622
LIGHTNING9,3878,1988-06-20,Wildfire,CA3668912074319880620
MOFFAT,1330,2018-04-19,Wildfire,CA3669011811020180419
KAWEAH-KERN COMPLEX (WILLIAMS),3530,2003-07-28,Wildland Fire Use,CA3670911869520030728
SUGARLOAF,2882,1985-07-28,Wildfire,CA3671511866219850728
PONOCHE 2,7508,1985-06-09,Wildfire,CA3672712076819850609
ONION,8583,1985-07-06,Wildfire,CA3673911825219850706
BONANZA,12103,1984-06-02,Wildfire,CA3674412094119840602
AVALANCHE1,2560,1990-07-13,Wildfire,CA3676311859919900713
CEDAR GROVE ROARING,1865,2006-07-23,Prescribed Fire,CA3676911865720060723
CEDAR BLUFFS,1065,2008-10-17,Prescribed Fire,CA3678011865020081017
HIGHWAY,4153,2001-07-03,Wildfire,CA3678111908920010703
SHEEP COMPLEX,9614,2010-07-16,Wildfire,CA3678311872220100716
WATTS,1282,1999-07-13,Wildfire,CA3679011947219990713
AVOCADO,1245,2008-05-20,Wildfire,CA3679111937120080520
COMB COMPLEX,10622,2005-07-17,Wildland Fire Use,CA3680111861920050717
UNNAMED,1071,1986-07-29,Wildfire,CA3680411928319860729
BUCK PEAK,2272,1993-06-22,Wildland Fire Use,CA3681111857419930622
I-5,3825,2005-08-01,Wildfire,CA3681812080420050801
LEWIS CREEK,1829,1998-10-13,Prescribed Fire,CA3682111867219981013
LEWIS CREEK,3719,1999-10-03,Prescribed Fire,CA3683111865519991003
NEES,1160,1995-05-08,Wildfire,CA3684512080419950508
RED MOUNTAIN,4351,1987-08-31,Wildfire,CA3684611939119870831
INYO COMPLEX (OAK),28447,2007-07-06,Wildfire,CA3684811827920070706
CHOKE,3433,1997-08-06,Wildfire,CA3685211871219970806
NEES,1839,2018-05-02,Wildfire,CA3686012078020180502
MERCY,16993,1996-06-18,Wildfire,CA3686312082419960618
UNNAMED,1106,1992-05-01,Wildfire,CA3686512120119920501
DEER,10963,1986-09-09,Wildfire,CA3687111893619860909
ROUGH,146369,2015-07-31,Wildfire,CA3687411890520150801
GARNET,1454,1988-08-30,Wildfire,CA3687711901119880830
I-5,1101,2003-06-30,Wildfire,CA3687712096320030630
OBELISK,6126,1988-07-24,Wildfire,CA3687811884419880724
OAT MT,1788,1998-09-17,Prescribed Fire,CA3687811925919980917
MERCY,5005,1998-07-10,Wildfire,CA3688212081319980710
PACHECO 2,1231,1984-07-05,Wildfire,CA3688312115819840705
TRIMMER,5694,1996-08-17,Wildfire,CA3689311934619960817
KIRCH,3131,1990-07-20,Wildfire,CA3689811917919900720
UNNAMED,2273,1987-08-01,Wildfire,CA3689911932019870801
DOS AMIGOS,1408,2005-06-03,Wildfire,CA3690312082320050603
PGE 4,5594,1993-07-31,Wildfire,CA3691812085119930731
SYCAMORE,1165,1986-07-21,Wildfire,CA3692111925619860721
GROVE,1501,1997-05-19,Wildfire,CA3692411971419970519
SACATA,2282,2016-10-11,Wildfire,CA3692911924620161011
UNNAMED,8603,1989-07-29,Wildfire,CA3693111912219890729
DIVISION,3311,1999-03-30,Wildfire,CA3693711828819990330
TEHIPITE,12205,2008-07-19,Wildfire,CA3694111881120080719
UNNAMED,1318,1987-08-01,Wildfire,CA3694211921919870801
DOUGHERTY,1656,1985-06-25,Wildfire,CA3695911862619850625
BURNT,1913,2001-07-30,Wildland Fire Use,CA3695911870020010730
GOODALE,4244,2006-06-26,Wildfire,CA3696011828320060626
UNNAMED,1086,1996-05-12,Wildfire,CA3696412090419960512
SIMPSON,1087,1988-07-21,Wildfire,CA3698511863819880721
BURROUGH,1483,1989-07-23,Wildfire,CA3698611933819890723
41 FIRE,2607,2008-06-10,Wildfire,CA3698911976620080610
GOOSE,2487,2016-07-30,Wildfire,CA3700411949520160730
PACHECO,1732,2009-08-29,Wildfire,CA3702812134320090829
SUMMIT,3642,2008-05-21,Wildfire,CA3704712179420080521
PALISADE,1048,2002-08-26,Wildland Fire Use,CA3705511853620020826
SOS 06,2462,2006-12-01,Prescribed Fire,CA3705711928720061201
CROY,3109,2002-09-23,Wildfire,CA3707812176320020923
OAKWOOD,1508,2017-06-10,Wildfire,CA3708211980720170610
LOCKHEED,8287,2009-08-12,Wildfire,CA3708212221420090812
ROMERO,1583,2000-08-09,Wildfire,CA3708512107720000809
UNNAMED,1636,2001-07-13,Wildfire,CA3709512117120010713
152,1703,2003-06-16,Wildfire,CA3709612116720030616
COTTONWOOD,1409,1984-05-21,Wildfire,CA3709812116219840521
INYO COMPLEX (FULLER),6696,2002-07-11,Wildfire,CA3710411837420020711
ROMERO,1863,1999-06-18,Wildfire,CA3710712109719990618
LOMA,4380,2016-09-26,Wildfire,CA3710912184820160926
POWERHOUSE,11532,1989-07-28,Wildfire,CA3711311946719890728
JOHN,5784,2011-09-13,Wildfire,CA3713411828320110913
KELLY CABIN,1410,2008-11-22,Prescribed Fire,CA3713812144820081122
LEXINGTON,11597,1985-07-07,Wildfire,CA3714112191819850707
ITALIAN,1632,1992-08-13,Wildfire,CA3715011941919920813
INYO COMPLEX (SAGE),6581,2007-07-06,Wildfire,CA3715411835320070706
FINLEY,1875,1985-07-08,Wildfire,CA3715812157619850708
WYLE VMP 2,1094,1988-07-09,Prescribed Fire,CA3716011953619880709
FISH,1110,2012-07-07,Wildfire,CA3716511828920120707
CORRINE,1064,2015-06-19,Wildfire,CA3716511951320150619
MUSTANG PEAK,2465,1992-12-10,Prescribed Fire,CA3719512134019921210
BIG CREEK,5401,1994-08-24,Wildfire,CA3721411927319940824
UNNAMED,1445,1987-06-22,Wildfire,CA3721711931119870622
MISSION,1006,2017-09-03,Wildfire,CA3721711946920170903
LICK,47424,2007-09-03,Wildfire,CA3722312142820070903
165,1797,2001-06-13,Wildfire,CA3722512083420010613
ANNIE,17383,2003-08-27,Wildfire,CA3723012124520030827
NORTH FORK,4154,2001-08-20,Wildfire,CA3726411948120010820
FRENCH,14534,2014-07-28,Wildfire,CA3726811933420140728
ASPEN,23564,2013-07-22,Wildfire,CA3727911931820130722
FORKS,2932,2009-07-18,Wildfire,CA3728011858420090718
WILLOW,5990,2015-07-25,Wildfire,CA3728211950220150725
BAILEY,1162,2005-07-02,Wildfire,CA3728211985320050702
LEDEIT,1873,1994-11-14,Prescribed Fire,CA3729712160119941114
ORESTIMBA,2830,1995-10-22,Wildfire,CA3730112131619951022
ISABEL,3353,1995-10-16,Prescribed Fire,CA3731712157719951016
SHEEP THIEF,3126,1993-10-18,Prescribed Fire,CA3732012138019931018
TOM,3366,1998-08-29,Wildfire,CA3732211861819980829
MT. STAKES,1470,1994-10-13,Wildfire,CA3732412142819941013
STUHR,1546,2006-05-26,Wildfire,CA3733112113520060526
HWY 140,1267,2008-06-21,Wildfire,CA3733312013020080621
BL MAST WUI06,2366,2006-09-01,Prescribed Fire,CA3734811949920060901
PLANADA,4651,2018-06-15,Wildfire,CA3735012030020180615
CANYON,36851,2006-07-09,Wildfire,CA3736012134520060709
LONG GULCH,1394,1990-07-17,Wildfire,CA3737412152919900717
POLE,4077,1995-06-14,Wildfire,CA3738011861319950614
JUMP,4817,2003-08-27,Wildfire,CA3738712152220030827
PLEASANT,2279,2018-02-19,Wildfire,CA3741111851120180219
KINCAID,1219,2004-08-08,Wildfire,CA3741912166620040808
STUMPFIELD,2949,1996-08-01,Wildfire,CA3742611981719960801
DEL PUERTO,6441,2003-07-20,Wildfire,CA3743212140220030720
DEER PARK,2066,1996-10-18,Prescribed Fire,CA3743412144319961018
RAILROAD,12765,2017-08-29,Wildfire,CA3744911965020170829
ROUND,6195,2015-02-06,Wildfire,CA3745411858420150206
SNELLING,2214,1992-07-12,Wildfire,CA3745712036519920712
ROBINSON,1527,2010-06-12,Wildfire,CA3746512035820100612
OLD HWY,1395,2004-09-12,Wildfire,CA3748711994820040912
DEVIL,4975,2003-08-27,Wildfire,CA3749212157220030827
GAINES,1772,2012-06-12,Wildfire,CA3749712017520120612
OLIVER,2855,2008-06-21,Wildfire,CA3749911974020080621
GERBER,1398,1987-05-07,Wildfire,CA3751312135519870507
SOUTH FORK,8053,2017-08-13,Wildfire,CA3753811959820170813
BIRCH,2601,2002-07-01,Wildfire,CA3753911866320020701
CARSTENS,1733,2013-06-16,Wildfire,CA3755011992320130616
BIRD,7727,2003-06-01,Wildfire,CA3755112133520030601
WAWONA NW,1133,2008-04-09,Prescribed Fire,CA3755311966920080409
LIONS,14252,2018-06-11,Wildfire,CA3756511912720180611
JACK,1130,2007-10-29,Wildfire,CA3757311966320071029
LA GRANGE,1036,1996-07-23,Prescribed Fire,CA3759112046019960723
RAINBOW,7771,1992-08-20,Wildfire,CA3759211908519920820
CORRAL,12006,2009-08-13,Wildfire,CA3759312148820090813
LAKES,1057,2016-06-26,Unknown,CA3759811955420160626
TELEGRAPH,33479,2008-07-25,Wildfire,CA3760712001520080725
LAUREL,1120,1987-08-30,Wildfire,CA3761311891419870830
HUNTER,7734,2000-08-30,Wildfire,CA3761412016920000830
HUNTER,1384,1992-05-23,Wildfire,CA3761412019719920523
DETWILER,83297,2017-07-16,Wildfire,CA3761912020720170716
PELICAN,1459,2004-07-19,Wildfire,CA3762512119620040719
SOUTH PARK COMPLEX,2109,1999-07-11,Wildland Fire Use,CA3762911959119990711
BRICEBURG,1091,1985-08-02,Wildfire,CA3763211995819850802
WHEEL 1 2,1484,1994-08-11,Wildfire,CA3764112147219940811
UNNAMED,1771,1984-11-03,Unknown,CA3764212000819841103
EMPIRE,9685,2017-08-01,Wildfire,CA3764411961820170801
TESLA,2508,2015-08-19,Wildfire,CA3764612162620150819
UNNAMED,2043,1996-07-06,Unknown,CA3764812152619960706
SAVAGE,2224,1990-08-30,Wildfire,CA3764911987819900830
SITE 300 3,6911,1984-06-28,Wildfire,CA3765112147419840628
FERGUSON,97307,2018-07-13,Wildfire,CA3765211988120180713
UNNAMED,2569,1992-06-09,Unknown,CA3765412152819920609
HORIZON,3246,1994-08-09,Wildfire,CA3765511953619940809
UNNAMED,2811,1986-06-09,Wildfire,CA3765612152919860609
UNNAMED,3164,1993-06-28,Unknown,CA3765812154019930628
TESLA,6638,2005-07-19,Wildfire,CA3766112156520050719
HOOVER COMPLEX (HOOVER),9163,2001-07-10,Wildland Fire Use,CA3766311948220010710
AVALANCHE,1153,2011-07-31,Wildfire,CA3766311970420110731
MOTOR,5312,2011-08-25,Wildfire,CA3766311987120110825
UNNAMED,2158,1995-08-05,Unknown,CA3766412154019950805
LOST BEAR,1823,1987-07-23,Wildfire,CA3766611959519870723
EXPLOSIVE,2150,2009-06-19,Wildfire,CA3766912150220090619
CLEARHOUSE,2274,1988-07-02,Wildfire,CA3767311988019880702
EL PORTAL,4968,2014-07-26,Wildfire,CA3767511978320140726
ALASKA,1418,1988-08-18,Wildland Fire Use,CA3767611948419880818
MEADOW COMPLEX (MEADOW),5522,2004-07-01,Wildland Fire Use,CA3767611954520040701
MIDWAY,6344,2006-07-11,Wildfire,CA3767712151320060711
STEAMBOAT,5952,1990-08-07,Wildfire,CA3768511970219900807
GROUSE,3087,2009-05-30,Wildfire,CA3768711968620090530
LAGRANGE,1413,2008-06-10,Wildfire,CA3769212044420080610
A-ROCK,17776,1990-08-07,Wildfire,CA3770211978619900807
ILL,3096,1991-09-24,Wildfire,CA3770411954219910924
MEADOW,4362,2014-08-15,Wildfire,CA3771211950920140815
GRANITE,1922,2000-07-02,Wildfire,CA3771612024820000702
580,1108,1998-08-29,Wildfire,CA3772812166319980829
BIG MEADOW,7837,2009-08-26,Wildfire,CA3773111975720090826
LARSON,49250,1987-08-30,Wildfire,CA3773211993719870830
BONEYARD VMP,1654,2000-10-04,Prescribed Fire,CA3773912020320001004
ECHO,1393,1988-06-21,Wildland Fire Use,CA3775211942619880621
CASCADE CR,2068,1986-07-27,Wildfire,CA3775711971519860727
TAMARACK,1014,2011-09-13,Wildfire,CA3776611974120110913
OWENS,3067,1985-08-08,Wildfire,CA3776811881719850808
CASCADE,1626,2012-06-16,Wildfire,CA3776911967520120616
PW3,1725,1989-10-16,Wildfire,CA3777011977019891016
PW-3 SEG 3,1881,2005-10-12,Prescribed Fire,CA3777011978820051012
MCLAUGHLIN,2586,2001-07-02,Wildfire,CA3777211886020010702
WALKER,3130,1988-06-20,Wildland Fire Use,CA3777411973519880620
CREEK,9793,2001-08-18,Wildfire,CA3777412023620010818
OWENS RIVER,6163,2016-09-17,Wildfire,CA3778011892120160917
PW-03 GIN FLAT,3424,2002-10-03,Wildfire,CA3778911976020021003
HAMM,39333,1987-08-30,Wildfire,CA3779612006019870830
CLARK,3034,2016-08-04,Wildfire,CA3779911892220160804
SAWMILL,7095,2006-09-14,Wildfire,CA3780411863020060914
DARK HOLE,1120,2014-07-17,Wildfire,CA3780511961320140717
PEDRO,1884,2006-07-03,Wildfire,CA3780612037620060703
ASPEN PW 2,3011,1998-10-13,Wildfire,CA3780711979919981013
MARSHES,1102,2016-09-26,Wildfire,CA3780912030120160926
UNNAMED,1319,1987-08-01,Prescribed Fire,CA3781011959119870801
DEXTER WFU,2414,2003-09-02,Wildland Fire Use,CA3782011879420030902
ASPEN VALLEY,1788,1997-10-27,Wildfire,CA3782211978619971027
GREENRIDGE 6,1468,1998-05-04,Wildfire,CA3783112171619980504
MOCCASIN,9132,1992-08-01,Wildfire,CA3783912030019920801
PILOT,3831,1999-08-23,Wildfire,CA3784511998419990823
KIBBIE COMPLEX (TUOLUMNE),3361,2003-08-31,Wildland Fire Use,CA3784611972820030831
TUNNEL,1838,1991-10-22,Wildfire,CA3785012222719911022
DUNCAN COMPLEX (WHISKEY),1107,2003-07-31,Wildland Fire Use,CA3785511958820030731
RIM,257084,2013-08-17,Wildfire,CA3785712008620130817
WOLF,1866,2002-07-11,Wildland Fire Use,CA3787411965320020711
WALKER,3775,2015-08-15,Wildfire,CA3787811915920150815
EARLY,1720,2004-08-09,Wildfire,CA3788611994620040809
HARDEN,1663,2009-06-08,Wildfire,CA3789311969420090608
NORTH MOUNTAIN,2805,2008-06-21,Wildfire,CA3789911989720080621
ROGGE,17559,1996-08-14,Wildfire,CA3789912011319960814
MONO,1300,2010-07-26,Wildfire,CA3790211905120100726
SLOPE,2365,2010-07-25,Wildfire,CA3790311966920100725
LIGHTNING 84 (STENT,1155,1988-06-26,Wildfire,CA3790412042919880626
MORGAN,3029,2013-09-08,Wildfire,CA3790512187420130908
INDIAN,12655,2012-08-08,Wildfire,CA3791111886320120808
ACKERSON COMPLEX (ACKERSON),58161,1996-08-14,Wildfire,CA3791311981819960814
CRATER,5558,2001-08-12,Wildfire,CA3791711895020010812
PAPER,49296,1987-08-31,Wildfire,CA3791712013219870831
CALAVERAS COMPLEX,3682,2004-08-06,Wildfire,CA3791712067420040806
PEORIA,3496,1995-07-16,Wildfire,CA3792612050319950716
PATEVALLEY,1079,1985-06-30,Wildfire,CA3793011957119850630
JARREL,1756,1987-09-03,Wildfire,CA3793111987719870903
UNNAMED,2033,1984-07-30,Unknown,CA3793312038319840730
NORTH PARK COMPLEX (LECONTE),8813,1999-08-10,Wildland Fire Use,CA3794011965019990810
ELECONTE,1676,1988-06-20,Wildland Fire Use,CA3794011965419880620
WILDCAT,1176,2009-07-29,Wildfire,CA3794211948220090729
MILTON,1171,2011-09-09,Wildfire,CA3794512084420110909
HETCHY,2057,2004-10-15,Wildfire,CA3796411972720041015
WAPAMA COMPLEX (WAPAMA),1203,2005-09-21,Wildland Fire Use,CA3797711977720050921
FROG CREEK,2970,1991-09-06,Wildfire,CA3798011978319910906
COPPER 8,1750,1994-06-29,Wildfire,CA3798812063119940629
SAWLOG/BIOMASS FY06 - EXTRA FUNDS,1318,2006-07-24,Prescribed Fire,CA3799111995320060724
FROG,6673,2006-07-21,Prescribed Fire,CA3800211977920060721
SALT SPRING,4837,1984-06-24,Wildfire,CA3800412064719840624
COTTONWOOD COMPLEX,2517,1990-09-13,Wildfire,CA3800512019819900913
NORTH PARK COMPLEX (ELEANOR),2494,1999-08-16,Wildfire,CA3800711984219990816
LIGHTNING 12,1226,1996-08-12,Wildfire,CA3801412057319960812
FROG,3451,1987-06-28,Wildfire,CA3801911975119870628
KIBBIE 2,2481,1997-09-18,Wildfire,CA3803111984119970918
WAVERLY,12238,2018-06-29,Wildfire,CA3805012095020180629
VISION,12225,1995-10-03,Wildfire,CA3805012286419951003
KIBBIE COMPLEX,6644,2003-07-29,Wildland Fire Use,CA3805111986720030729
BEAR MTN. 6,1583,1986-10-22,Prescribed Fire,CA3806112069019861022
CREEK,1498,1994-08-09,Wildfire,CA3806612033419940809
GANN,1008,1985-07-04,Wildfire,CA3809512075419850704
CREEK,2150,2017-09-04,Wildfire,CA3812011994120170904
BEAR MTN. 1,3289,1991-01-31,Prescribed Fire,CA3812012075119910131
RUBY,3988,1992-09-07,Wildfire,CA3814512019519920907
MOUNTAIN COMPLEX,4033,2003-07-20,Wildfire,CA3814611990020030720
THIRTY SEVEN,1773,2017-10-09,Wildfire,CA3815112243520171009
BEAR MTN. 4,1473,1985-09-17,Prescribed Fire,CA3815612073919850917
UNNAMED,1731,1985-08-02,Unknown,CA3816312073019850802
BEAR MTN. 3,1775,1984-09-12,Prescribed Fire,CA3816412073119840912
BEAR MTN. 12,3095,1995-09-17,Prescribed Fire,CA3816612072519950917
PATTISON,2863,2004-09-03,Wildfire,CA3817312087120040903
KNIGHT,8140,2009-07-26,Wildfire,CA3817512022920090726
GULCH,18019,1992-08-16,Wildfire,CA3818112047719920816
ARMSTRONG,1079,2004-08-06,Wildfire,CA3818712042520040806
UNNAMED,1075,2001-07-13,Wildfire,CA3818712077320010713
DARBY,14734,2001-09-05,Wildfire,CA3819512030720010905
LEONARD,5266,2001-08-18,Wildfire,CA3821812062320010818
POWER,1181,2013-08-05,Wildfire,CA3824712003420130805
UNNAMED,2059,1989-07-03,Wildfire,CA3824712190119890703
JACKSON,2293,2001-06-13,Wildfire,CA3826112094020010613
PARDEE,1537,1988-06-28,Wildfire,CA3827012082019880628
MASON,4151,1988-07-19,Wildfire,CA3827912046919880719
WILD,4100,2008-06-21,Wildfire,CA3830112216920080621
RIMROCK,2698,1996-08-12,Wildfire,CA3830512043119960812
NELSON,2205,2018-08-10,Wildfire,CA3831012199020180810
BRIDGE,6775,1988-07-21,Wildfire,CA3833812046719880721
BUTTE,72894,2015-09-09,Wildfire,CA3834312069620150909
DONNELL,36151,2018-08-01,Wildfire,CA3834911992920180801
PGE 8,2323,1996-08-02,Wildfire,CA3834912245219960802
MCCORMICK,4390,2017-08-19,Wildfire,CA3837311989620170819
RAMSEY,1151,2012-08-11,Wildfire,CA3837612016620120811
WHITT,1140,2003-08-31,Wildfire,CA3838211998820030831
NUNS,56883,2017-10-09,Wildfire,CA3838712252020171009
ATLAS,51664,2017-10-09,Wildfire,CA3839112224120171009
GATES,1516,1996-10-26,Wildfire,CA3839512205519961026
BOOT,6955,2018-09-04,Wildfire,CA3839611945120180904
MILLER,35750,1988-09-17,Wildfire,CA3843012209419880917
HIRAM,2823,1999-08-10,Wildfire,CA3844211991219990810
MUD WFU,4457,2003-08-31,Wildland Fire Use,CA3844311994420030831
MILLER,2027,1985-08-31,Wildfire,CA3844612209319850831
CANNON,25105,2002-06-15,Wildfire,CA3848811946420020615
WINTER,2485,2017-07-06,Wildfire,CA3849512202520170706
POWER,17266,2004-10-06,Wildfire,CA3850212028020041006
WRAGG,8455,2015-07-22,Wildfire,CA3851412213120150722
MONTICELLO,6984,2014-07-05,Wildfire,CA3851612210620140705
LATROBE INCIDENT,1589,2017-07-26,Wildfire,CA3851812110420170726
COLD,6289,2016-08-03,Wildfire,CA3852412206820160803
BERRYESSA,4826,2000-06-13,Wildfire,CA3852912224420000613
GOLDEN,1732,2000-08-01,Wildfire,CA3853611952920000801
LARSON,1212,2007-06-01,Wildfire,CA3855111951320070601
WINTERS,1038,1989-05-31,Wildfire,CA3855212199419890531
SAND,4415,2014-07-25,Wildfire,CA3855312083620140725
SCOTT,8828,1996-08-02,Wildfire,CA3855712103319960802
WOLF CREEK,1209,2010-07-25,Wildfire,CA3856111972120100725
WALKER COMPLEX,2593,1996-07-08,Wildfire,CA3858211952919960708
SMUD 1,1274,1992-06-21,Wildfire,CA3859112106719920621
DANA,3056,2004-06-25,Wildfire,CA3859811954820040625
WASHINGTON,18485,2015-06-19,Wildfire,CA3859811975220150620
TUBBS,36981,2017-10-09,Wildfire,CA3859812261820171009
UNNAMED,1742,1994-07-01,Wildfire,CA3860812119119940701
BLUE RIDGE,5130,1988-09-18,Wildfire,CA3861512212419880918
SLINKARD,8814,2017-08-29,Wildfire,CA3861911955720170829
SLINKARD,8906,2002-07-13,Wildfire,CA3865011956720020713
BUTTS,4271,2014-07-01,Wildfire,CA3866612243620140701
GEYSERS,12075,2004-09-03,Wildfire,CA3872912274620040903
SNELL,2492,2018-09-08,Wildfire,CA3873012240020180908
POCKET,18691,2017-10-09,Wildfire,CA3874312290720171009
PLUM,1847,2002-11-25,Wildfire,CA3874612039820021125
BALD MT.,5339,1985-10-08,Wildfire,CA3874612210319851008
UNNAMED,5571,1988-10-20,Unknown,CA3875312191819881020
HIDDEN,3017,2000-11-02,Wildfire,CA3875312257120001102
ZAM ASSIST,14404,2006-09-22,Wildfire,CA3875412190520060922
RUMSEY,39335,2004-10-10,Wildfire,CA3875712227420041010
GEYSERS,4993,1991-10-20,Wildfire,CA3876512278719911020
UNNAMED,5111,1989-06-08,Wildfire,CA3877412284019890608
KING,99070,2014-09-13,Wildfire,CA3878212060420140913
FREDS,8150,2004-10-13,Wildfire,CA3878712031820041013
ACORN,6341,1987-07-29,Wildfire,CA3878911982219870729
RIVER,1446,1988-08-24,Wildfire,CA3879412296619880824
SIXTEEN,37162,1999-10-16,Wildfire,CA3880312232819991016
HIDDEN VALLEY,2042,1985-09-07,Wildfire,CA3880512252719850907
SAWMILL,1699,2016-09-25,Wildfire,CA3880512281020160925
COUNTY,92450,2018-06-30,Wildfire,CA3881012220020180630
PHILLIPS,1053,2007-07-16,Wildfire,CA3881112138320070716
KELSEY,1001,1994-08-07,Wildfire,CA3881312080119940807
MCCABE,3330,2013-11-22,Wildfire,CA3881312282620131122
UNNAMED,2879,1996-10-26,Wildfire,CA3882912197319961026
FREDRICKSBURG,3598,1986-07-16,Wildfire,CA3883011980819860716
MORGAN,2464,2003-09-03,Wildfire,CA3883112245320030903
CLEVELAND,21835,1992-09-29,Wildfire,CA3883312043219920929
COOLEY VMP,2542,1988-08-16,Prescribed Fire,CA3883512314319880816
VALLEY,77507,2015-09-12,Wildfire,CA3884412276020150912
BIGFOOT VMP,2241,1996-09-25,Prescribed Fire,CA3884712322219960925
UNNAMED,1537,1992-08-20,Wildfire,CA3885512126919920820
UNNAMED,9655,1985-06-13,Wildfire,CA3885912285619850613
PINE,1066,2002-11-25,Wildfire,CA3886212292420021125
RUMSEY,1394,1988-09-11,Wildfire,CA3887712227519880911
RUMSEY,3084,1999-09-28,Wildfire,CA3888112225619990928
ANGORA,3014,2007-06-23,Wildfire,CA3888612004020070623
PIETA CREEK VMP,1912,1991-10-18,Prescribed Fire,CA3888612298219911018
16,1522,2002-10-01,Wildfire,CA3889312226520021001
CLAYTON,3792,2016-08-13,Wildfire,CA3890012260520160813
MORGAN,3325,2000-07-26,Wildfire,CA3891112253920000726
ROCKY,96125,2015-07-29,Wildfire,CA3891212249320150729
GLADDING,1037,2008-09-01,Wildfire,CA3891612125220080901
FORTY,1311,2003-09-03,Wildfire,CA3891612228220030903
MIDDLE,6385,1998-08-29,Wildfire,CA3893112229619980829
SIXTEEN COMPLEX,18191,2012-09-04,Wildfire,CA3893112233020120904
OASIS,1476,2009-09-07,Wildfire,CA3894612240120090907
TRAILHEAD,5743,2016-06-28,Wildfire,CA3895812085620160628
UNNAMED,1789,1987-04-16,Wildfire,CA3895812277519870416
EAGLE,2508,1990-06-27,Wildfire,CA3896112250819900627
TERHEL VMP,2823,1984-11-28,Prescribed Fire,CA3898512244019841128
BORAX FIRE,1496,1992-09-20,Wildfire,CA3898712265419920920
MEU LIGHTNING COMPLEX (SUGARLOAF),8344,2008-06-21,Wildfire,CA3899912350320080621
SULFUR,2591,2017-10-09,Wildfire,CA3900312269020171009
WALKER WYE,5846,2012-08-12,Wildfire,CA3901212244220120812
WYE,3110,2012-08-12,Wildfire,CA3901312259520120812
LONG VALLEY VMP,1399,1990-03-23,Prescribed Fire,CA3901912260719900323
PYRAMID RIDGE VMP RX FY 07,1195,2007-01-31,Prescribed Fire,CA3902312304520070131
